Order_ID,Product,Category,Region,Quantity,Unit_Price,Total_Price,Discount_Pct,Payment_Method,Order_Status,Customer_Age,Order_Date,Rating
ORD00240,Speaker,Audio,East,6,582.8,3496.8,5.0,Cash,Delivered,28.0,2023-03-01,3.3
ORD00241,Mouse,Accessories,Central,1,436.56,436.56,0.0,Credit Card,Delivered,36.0,2023-03-02,1.8
ORD00242,Headphones,Audio,North,15,315.94,4739.1,20.0,Cash,Pending,27.0,2023-03-02,2.1
ORD00243,Tablet,Electronics,South,13,869.33,11301.29,,Cash,Cancelled,39.0,2023-03-02,2.7
ORD00244,Webcam,Accessories,North,6,1134.56,6807.36,15.0,PayPal,Delivered,,2023-03-02,3.3
ORD00245,Mouse,Accessories,West,7,1299.95,9099.65,10.0,PayPal,Pending,34.0,2023-03-03,4.6
ORD00246,Headphones,Audio,Central,15,921.63,13824.45,,Cash,Cancelled,22.0,2023-03-03,2.3
ORD00247,Mouse,Accessories,West,18,488.93,8800.74,10.0,Credit Card,Cancelled,61.0,2023-03-03,5.0
ORD00248,Charger,Accessories,Central,9,998.0,8982.0,0.0,PayPal,Cancelled,,2023-03-03,3.5
ORD00249,Monitor,Accessories,West,6,1194.67,7168.02,15.0,PayPal,Delivered,52.0,2023-03-04,2.4
ORD00250,Tablet,Electronics,East,2,257.07,514.14,0.0,Credit Card,Pending,48.0,2023-03-04,4.2
ORD00251,Webcam,Accessories,North,14,1375.18,,10.0,Cash,Cancelled,69.0,2023-03-04,3.2
ORD00252,Phone,Electronics,East,10,752.0,7520.0,5.0,Credit Card,Pending,,2023-03-04,2.6
ORD00253,Laptop,Electronics,East,7,698.01,4886.07,15.0,Cash,Delivered,58.0,2023-03-05,4.8
ORD00254,Headphones,Audio,South,11,958.21,10540.31,0.0,Cash,Cancelled,53.0,2023-03-05,
ORD00255,Monitor,Accessories,North,10,1178.37,11783.7,10.0,,Pending,42.0,2023-03-05,4.4
ORD00256,Monitor,Accessories,West,16,567.68,9082.88,0.0,PayPal,Delivered,65.0,2023-03-05,2.6
ORD00257,Headphones,Audio,East,7,218.89,1532.23,5.0,PayPal,Cancelled,61.0,2023-03-06,4.5
ORD00258,Phone,Electronics,West,1,888.92,888.92,20.0,Credit Card,Delivered,51.0,2023-03-06,2.6
ORD00259,Laptop,Electronics,South,2,779.1,1558.2,20.0,Credit Card,Delivered,42.0,2023-03-06,1.8
ORD00260,Speaker,Audio,South,4,156.72,626.88,0.0,PayPal,Cancelled,54.0,2023-03-06,2.0
ORD00261,Tablet,Electronics,South,12,1048.17,12578.04,20.0,Cash,Delivered,21.0,2023-03-07,1.6
ORD00262,Keyboard,Accessories,Central,13,1064.48,13838.24,,Credit Card,Delivered,66.0,2023-03-07,4.6
ORD00263,Keyboard,Accessories,East,18,392.42,7063.56,10.0,Bank Transfer,Delivered,27.0,2023-03-07,3.0
ORD00264,Monitor,Accessories,West,5,439.43,2197.15,20.0,Cash,Cancelled,39.0,2023-03-07,2.8
ORD00265,Monitor,Accessories,West,3,1179.19,3537.57,5.0,PayPal,Delivered,46.0,2023-03-08,1.0
ORD00266,Webcam,Accessories,East,12,987.61,11851.32,10.0,PayPal,Pending,38.0,2023-03-08,2.6
ORD00267,Webcam,Accessories,Central,15,1272.34,,15.0,Bank Transfer,Delivered,43.0,2023-03-08,3.1
ORD00268,Headphones,Audio,West,16,806.67,12906.72,0.0,PayPal,Pending,61.0,2023-03-08,2.7
ORD00269,Phone,Electronics,North,12,1086.65,13039.8,10.0,Cash,Pending,53.0,2023-03-09,2.2
ORD00270,Laptop,Electronics,Central,3,399.49,1198.47,15.0,,Delivered,67.0,2023-03-09,2.9
ORD00271,Mouse,Accessories,Central,12,991.05,11892.6,10.0,Credit Card,Delivered,32.0,2023-03-09,
ORD00272,Monitor,Accessories,North,15,115.07,1726.05,15.0,Bank Transfer,Delivered,19.0,2023-03-09,2.3
ORD00273,Keyboard,Accessories,East,6,741.88,4451.28,0.0,,Pending,31.0,2023-03-10,1.4
ORD00274,Webcam,Accessories,North,19,1403.58,26668.02,20.0,PayPal,Delivered,49.0,2023-03-10,4.8
ORD00275,Speaker,Audio,Central,3,423.94,1271.82,0.0,,Delivered,45.0,2023-03-10,
ORD00276,Keyboard,Accessories,Central,16,44.51,712.16,15.0,Bank Transfer,Pending,60.0,2023-03-10,4.8
ORD00277,Laptop,Electronics,North,4,369.24,1476.96,5.0,Bank Transfer,Cancelled,19.0,2023-03-11,1.5
ORD00278,Charger,Accessories,South,1,1225.81,1225.81,,Cash,Cancelled,56.0,2023-03-11,4.5
ORD00279,Keyboard,Accessories,East,5,826.66,4133.3,5.0,Credit Card,Cancelled,35.0,2023-03-11,2.7
ORD00280,Headphones,Audio,South,6,1057.95,6347.7,20.0,PayPal,Cancelled,38.0,2023-03-11,
ORD00281,Charger,Accessories,South,6,90.01,540.06,5.0,PayPal,Delivered,67.0,2023-03-12,1.0
ORD00282,Keyboard,Accessories,North,11,196.26,2158.86,5.0,Credit Card,Cancelled,56.0,2023-03-12,1.4
ORD00283,Monitor,Accessories,Central,11,358.77,3946.47,15.0,Cash,Delivered,41.0,2023-03-12,3.1
ORD00284,Headphones,Audio,South,15,615.82,9237.3,15.0,Bank Transfer,Delivered,19.0,2023-03-12,4.7
ORD00285,Tablet,Electronics,West,2,1119.89,2239.78,10.0,Cash,Cancelled,49.0,2023-03-13,
ORD00286,Webcam,Accessories,East,13,1470.31,19114.03,10.0,Credit Card,Cancelled,31.0,2023-03-13,4.7
ORD00287,Charger,Accessories,East,10,1075.31,10753.1,5.0,Cash,Delivered,36.0,2023-03-13,2.5
ORD00288,Phone,Electronics,East,15,87.38,1310.7,15.0,PayPal,Cancelled,50.0,2023-03-13,2.6
ORD00289,Speaker,Audio,South,4,1360.89,5443.56,15.0,PayPal,Cancelled,61.0,2023-03-14,2.6
ORD00290,Charger,Accessories,West,13,657.75,8550.75,10.0,Bank Transfer,Delivered,52.0,2023-03-14,4.4
ORD00291,Keyboard,Accessories,Central,19,614.09,11667.71,20.0,Bank Transfer,Delivered,18.0,2023-03-14,2.7
ORD00292,Webcam,Accessories,East,19,938.5,17831.5,20.0,Credit Card,Delivered,19.0,2023-03-14,4.2
ORD00293,Keyboard,Accessories,North,9,874.65,7871.85,20.0,Credit Card,Pending,42.0,2023-03-15,2.8
ORD00294,Mouse,Accessories,Central,9,992.38,8931.42,20.0,Credit Card,Cancelled,41.0,2023-03-15,1.7
ORD00295,Keyboard,Accessories,Central,19,822.03,15618.57,10.0,PayPal,Delivered,28.0,2023-03-15,1.7
ORD00296,Speaker,Audio,West,12,95.67,1148.04,10.0,Bank Transfer,Delivered,38.0,2023-03-15,1.5
ORD00297,Monitor,Accessories,North,5,826.35,4131.75,5.0,,Delivered,66.0,2023-03-16,3.6
ORD00298,Headphones,Audio,North,4,1337.17,5348.68,20.0,Bank Transfer,Cancelled,69.0,2023-03-16,1.2
ORD00299,Charger,Accessories,West,8,334.85,2678.8,15.0,Credit Card,Pending,46.0,2023-03-16,2.0
ORD00300,Speaker,Audio,North,6,865.91,5195.46,0.0,Cash,Pending,39.0,2023-03-16,3.6
ORD00301,Charger,Accessories,North,18,881.63,15869.34,15.0,Bank Transfer,Delivered,52.0,2023-03-17,2.9
ORD00302,Keyboard,Accessories,West,18,441.64,7949.52,,Credit Card,Cancelled,54.0,2023-03-17,4.8
ORD00303,Keyboard,Accessories,East,15,151.54,2273.1,20.0,Bank Transfer,Pending,49.0,2023-03-17,1.7
ORD00304,Mouse,Accessories,West,4,1462.47,5849.88,20.0,Cash,Cancelled,37.0,2023-03-17,4.9
ORD00305,Monitor,Accessories,East,10,157.1,1571.0,0.0,PayPal,Delivered,48.0,2023-03-18,3.0
ORD00306,Headphones,Audio,West,15,334.97,5024.55,5.0,Cash,Delivered,39.0,2023-03-18,3.4
ORD00307,Headphones,Audio,West,2,142.51,285.02,,PayPal,Delivered,18.0,2023-03-18,
ORD00308,Speaker,Audio,East,4,124.43,497.72,20.0,Bank Transfer,Pending,25.0,2023-03-18,4.4
ORD00309,Charger,Accessories,South,12,824.8,9897.6,15.0,Bank Transfer,Delivered,35.0,2023-03-19,1.1
ORD00310,Phone,Electronics,East,10,1414.52,14145.2,5.0,Credit Card,Delivered,31.0,2023-03-19,3.5
ORD00311,Speaker,Audio,North,5,39.75,198.75,0.0,,Pending,47.0,2023-03-19,
ORD00312,Mouse,Accessories,East,14,1312.7,18377.8,10.0,Bank Transfer,Delivered,61.0,2023-03-19,4.8
ORD00313,Laptop,Electronics,West,12,606.2,7274.4,10.0,Credit Card,Cancelled,32.0,2023-03-20,4.9
ORD00314,Keyboard,Accessories,Central,8,143.63,1149.04,5.0,Credit Card,Cancelled,46.0,2023-03-20,4.1
ORD00315,Mouse,Accessories,Central,7,20.66,144.62,15.0,PayPal,Pending,19.0,2023-03-20,4.8
ORD00316,Charger,Accessories,North,10,844.46,,20.0,Credit Card,Delivered,61.0,2023-03-20,2.3
ORD00317,Mouse,Accessories,West,11,171.97,1891.67,,Credit Card,Cancelled,,2023-03-21,2.8
ORD00318,Charger,Accessories,East,17,46.22,785.74,10.0,Bank Transfer,Delivered,38.0,2023-03-21,1.6
ORD00319,Monitor,Accessories,South,3,456.24,1368.72,15.0,PayPal,Delivered,31.0,2023-03-21,2.5
ORD00320,Phone,Electronics,South,17,1431.22,24330.74,15.0,Credit Card,Cancelled,32.0,2023-03-21,3.1
ORD00321,Webcam,Accessories,Central,10,417.1,4171.0,5.0,Bank Transfer,Pending,45.0,2023-03-22,3.0
ORD00322,Phone,Electronics,West,10,496.67,4966.7,15.0,PayPal,Delivered,39.0,2023-03-22,3.2
ORD00323,Mouse,Accessories,North,19,646.1,12275.9,20.0,Cash,Delivered,19.0,2023-03-22,1.9
ORD00324,Headphones,Audio,Central,7,666.47,4665.29,0.0,PayPal,Delivered,60.0,2023-03-22,1.6
ORD00325,Keyboard,Accessories,North,5,1496.33,7481.65,0.0,Cash,Delivered,57.0,2023-03-23,4.8
ORD00326,Laptop,Electronics,West,11,885.77,9743.47,10.0,Cash,Delivered,32.0,2023-03-23,2.2
ORD00327,Monitor,Accessories,Central,15,737.42,11061.3,5.0,Cash,Cancelled,32.0,2023-03-23,2.0
ORD00328,Laptop,Electronics,East,11,838.06,9218.66,0.0,Cash,Delivered,27.0,2023-03-23,1.9
ORD00329,Tablet,Electronics,South,9,48.59,437.31,,Cash,Delivered,54.0,2023-03-24,3.7
ORD00330,Mouse,Accessories,North,7,1427.81,9994.67,15.0,Bank Transfer,Delivered,,2023-03-24,
ORD00331,Charger,Accessories,North,5,661.43,3307.15,20.0,PayPal,Pending,50.0,2023-03-24,3.6
ORD00332,Tablet,Electronics,South,14,919.89,12878.46,5.0,PayPal,Cancelled,36.0,2023-03-24,
ORD00333,Headphones,Audio,South,13,404.86,5263.18,15.0,,Pending,61.0,2023-03-25,5.0
ORD00334,Charger,Accessories,West,1,525.79,525.79,20.0,Credit Card,Delivered,30.0,2023-03-25,4.5
ORD00335,Charger,Accessories,East,11,1426.62,15692.82,15.0,Bank Transfer,Delivered,35.0,2023-03-25,3.1
ORD00336,Speaker,Audio,North,1,494.69,494.69,15.0,Credit Card,Cancelled,28.0,2023-03-25,2.7
ORD00337,Phone,Electronics,East,15,1332.1,19981.5,0.0,Bank Transfer,Delivered,66.0,2023-03-26,2.6
ORD00338,Charger,Accessories,North,12,359.61,4315.32,20.0,Cash,Delivered,58.0,2023-03-26,3.4
ORD00339,Phone,Electronics,South,3,364.06,1092.18,0.0,Cash,Delivered,67.0,2023-03-26,1.0
ORD00340,Charger,Accessories,West,10,1091.55,10915.5,0.0,Bank Transfer,Cancelled,31.0,2023-03-26,3.3
ORD00341,Monitor,Accessories,South,14,327.82,4589.48,20.0,Cash,Delivered,61.0,2023-03-27,1.3
ORD00342,Tablet,Electronics,North,18,1458.13,26246.34,10.0,,Cancelled,43.0,2023-03-27,1.5
ORD00343,Charger,Accessories,Central,9,1318.98,11870.82,10.0,Credit Card,Delivered,61.0,2023-03-27,2.0
ORD00344,Keyboard,Accessories,North,13,539.03,7007.39,10.0,PayPal,Delivered,48.0,2023-03-27,2.8
ORD00345,Speaker,Audio,West,3,1041.98,3125.94,10.0,Bank Transfer,Pending,62.0,2023-03-28,3.5
ORD00346,Tablet,Electronics,East,17,394.25,6702.25,5.0,Cash,Pending,59.0,2023-03-28,1.1
ORD00347,Tablet,Electronics,Central,5,195.49,977.45,20.0,PayPal,Delivered,28.0,2023-03-28,1.7
ORD00348,Phone,Electronics,West,1,100.29,100.29,15.0,Cash,Pending,22.0,2023-03-28,2.2
ORD00349,Keyboard,Accessories,West,2,1258.39,2516.78,10.0,Credit Card,Delivered,21.0,2023-03-29,3.8
ORD00350,Phone,Electronics,West,8,783.54,6268.32,5.0,,Delivered,37.0,2023-03-29,2.5
ORD00351,Monitor,Accessories,South,17,894.77,15211.09,5.0,Bank Transfer,Cancelled,32.0,2023-03-29,2.0
ORD00352,Monitor,Accessories,Central,16,1262.51,20200.16,,Credit Card,Delivered,62.0,2023-03-29,4.2
ORD00353,Charger,Accessories,North,4,1321.82,5287.28,15.0,PayPal,Delivered,35.0,2023-03-30,3.3
ORD00354,Charger,Accessories,South,5,339.5,1697.5,15.0,Bank Transfer,Delivered,35.0,2023-03-30,3.0
ORD00355,Headphones,Audio,North,12,1125.29,13503.48,20.0,Bank Transfer,Cancelled,33.0,2023-03-30,2.6
ORD00356,Phone,Electronics,East,8,389.86,3118.88,0.0,Cash,Pending,54.0,2023-03-30,2.8
ORD00357,Monitor,Accessories,North,14,1164.31,,15.0,Bank Transfer,Delivered,53.0,2023-03-31,4.8
ORD00358,Speaker,Audio,Central,10,1352.41,13524.1,20.0,Credit Card,Cancelled,38.0,2023-03-31,2.7
ORD00359,Keyboard,Accessories,West,4,1223.05,4892.2,5.0,PayPal,Delivered,36.0,2023-03-31,3.3
ORD00360,Mouse,Accessories,West,1,1273.15,1273.15,0.0,Credit Card,Pending,36.0,2023-03-31,2.7
ORD00361,Webcam,Accessories,North,16,1353.29,,15.0,Credit Card,Cancelled,33.0,2023-04-01,3.0
ORD00362,Monitor,Accessories,East,18,549.96,,0.0,PayPal,Pending,,2023-04-01,1.5
ORD00363,Charger,Accessories,North,8,683.87,5470.96,10.0,Bank Transfer,Cancelled,59.0,2023-04-01,2.9
ORD00364,Tablet,Electronics,Central,7,823.33,5763.31,20.0,Cash,Cancelled,24.0,2023-04-01,1.3
ORD00365,Mouse,Accessories,South,14,1496.9,20956.6,5.0,Bank Transfer,Pending,56.0,2023-04-02,4.9
ORD00366,Webcam,Accessories,West,18,963.85,17349.3,0.0,PayPal,Delivered,29.0,2023-04-02,4.3
ORD00367,Speaker,Audio,East,5,1124.71,5623.55,10.0,Cash,Delivered,66.0,2023-04-02,
ORD00368,Laptop,Electronics,Central,4,1198.73,4794.92,10.0,PayPal,Pending,39.0,2023-04-02,3.1
ORD00369,Mouse,Accessories,East,10,878.69,8786.9,0.0,Credit Card,Delivered,18.0,2023-04-03,3.7
ORD00370,Mouse,Accessories,South,17,1072.36,18230.12,20.0,PayPal,Delivered,45.0,2023-04-03,3.2
ORD00371,Keyboard,Accessories,South,14,371.53,5201.42,20.0,Cash,Delivered,21.0,2023-04-03,2.9
ORD00372,Keyboard,Accessories,North,15,1225.34,,5.0,Cash,Delivered,44.0,2023-04-03,3.2
ORD00373,Monitor,Accessories,West,9,574.77,5172.93,10.0,Bank Transfer,Pending,44.0,2023-04-04,3.1
ORD00374,Keyboard,Accessories,East,7,659.89,4619.23,0.0,Credit Card,Delivered,55.0,2023-04-04,2.2
ORD00375,Mouse,Accessories,West,19,1106.01,21014.19,15.0,Cash,Delivered,31.0,2023-04-04,3.5
ORD00376,Laptop,Electronics,South,1,245.59,245.59,,Credit Card,Delivered,54.0,2023-04-04,4.5
ORD00377,Monitor,Accessories,West,4,87.75,351.0,10.0,Credit Card,Delivered,33.0,2023-04-05,1.3
ORD00378,Webcam,Accessories,North,9,873.63,7862.67,20.0,Bank Transfer,Cancelled,21.0,2023-04-05,2.0
ORD00379,Charger,Accessories,South,17,56.51,960.67,10.0,Cash,Cancelled,19.0,2023-04-05,
ORD00380,Webcam,Accessories,East,1,1268.87,1268.87,20.0,Credit Card,Delivered,60.0,2023-04-05,3.9
ORD00381,Keyboard,Accessories,North,7,1212.59,8488.13,20.0,PayPal,Pending,41.0,2023-04-06,1.2
ORD00382,Speaker,Audio,East,10,1477.31,14773.1,5.0,Bank Transfer,Delivered,53.0,2023-04-06,1.9
ORD00383,Charger,Accessories,West,18,648.07,11665.26,20.0,Credit Card,Cancelled,36.0,2023-04-06,2.5
ORD00384,Speaker,Audio,West,1,326.66,326.66,10.0,Credit Card,Delivered,69.0,2023-04-06,4.1
ORD00385,Charger,Accessories,West,5,1436.03,7180.15,,Cash,Cancelled,21.0,2023-04-07,1.2
ORD00386,Webcam,Accessories,South,15,752.37,11285.55,0.0,Credit Card,Delivered,64.0,2023-04-07,3.6
ORD00387,Webcam,Accessories,East,2,898.93,1797.86,5.0,Credit Card,Delivered,34.0,2023-04-07,3.9
ORD00388,Webcam,Accessories,South,1,1223.08,1223.08,0.0,Credit Card,Delivered,50.0,2023-04-07,4.0
ORD00389,Webcam,Accessories,North,17,244.63,4158.71,0.0,Bank Transfer,Pending,32.0,2023-04-08,1.3
ORD00390,Charger,Accessories,North,4,167.71,670.84,0.0,Cash,Delivered,53.0,2023-04-08,1.9
ORD00391,Laptop,Electronics,East,8,898.45,,20.0,Cash,Delivered,19.0,2023-04-08,1.1
ORD00392,Keyboard,Accessories,North,2,1405.69,2811.38,20.0,PayPal,Pending,60.0,2023-04-08,3.3
ORD00393,Tablet,Electronics,West,7,434.73,3043.11,5.0,PayPal,Cancelled,59.0,2023-04-09,4.9
ORD00394,Laptop,Electronics,Central,7,898.06,6286.42,,Bank Transfer,Delivered,46.0,2023-04-09,4.5
ORD00395,Headphones,Audio,East,6,1411.18,8467.08,15.0,PayPal,Cancelled,32.0,2023-04-09,4.6
ORD00396,Speaker,Audio,West,7,418.15,,0.0,Cash,Delivered,43.0,2023-04-09,1.1
ORD00397,Webcam,Accessories,West,15,1395.06,20925.9,5.0,Bank Transfer,Pending,18.0,2023-04-10,1.4
ORD00398,Phone,Electronics,North,3,782.62,2347.86,10.0,Bank Transfer,Delivered,36.0,2023-04-10,2.5
ORD00399,Tablet,Electronics,North,12,16.24,,15.0,Credit Card,Delivered,22.0,2023-04-10,3.1
ORD00400,Charger,Accessories,Central,17,564.32,9593.44,10.0,Cash,Delivered,27.0,2023-04-10,4.1
ORD00401,Phone,Electronics,North,15,664.41,9966.15,15.0,,Cancelled,26.0,2023-04-11,1.3
ORD00402,Tablet,Electronics,West,6,497.05,2982.3,20.0,Cash,Pending,51.0,2023-04-11,3.6
ORD00403,Headphones,Audio,Central,10,480.36,4803.6,20.0,Credit Card,Delivered,42.0,2023-04-11,1.2
ORD00404,Phone,Electronics,North,17,635.64,10805.88,10.0,Credit Card,Delivered,23.0,2023-04-11,1.3
ORD00405,Tablet,Electronics,North,8,1198.43,,0.0,Cash,Pending,63.0,2023-04-12,3.5
ORD00406,Charger,Accessories,Central,18,1444.36,25998.48,0.0,PayPal,Cancelled,34.0,2023-04-12,2.1
ORD00407,Keyboard,Accessories,Central,11,847.56,9323.16,5.0,Cash,Delivered,40.0,2023-04-12,1.1
ORD00408,Phone,Electronics,Central,14,889.72,12456.08,20.0,Bank Transfer,Delivered,28.0,2023-04-12,1.9
ORD00409,Webcam,Accessories,West,19,858.83,,20.0,Credit Card,Delivered,32.0,2023-04-13,4.0
ORD00410,Webcam,Accessories,West,7,469.0,3283.0,20.0,Bank Transfer,Delivered,55.0,2023-04-13,
ORD00411,Monitor,Accessories,North,5,1328.86,6644.3,20.0,Cash,Pending,51.0,2023-04-13,3.4
ORD00412,Monitor,Accessories,North,10,890.54,8905.4,5.0,Cash,Cancelled,24.0,2023-04-13,2.1
ORD00413,Monitor,Accessories,South,15,484.5,7267.5,0.0,PayPal,Delivered,68.0,2023-04-14,4.4
ORD00414,Headphones,Audio,South,8,1351.06,10808.48,10.0,Bank Transfer,Delivered,25.0,2023-04-14,3.3
ORD00415,Speaker,Audio,North,3,116.44,349.32,15.0,Bank Transfer,Cancelled,,2023-04-14,1.7
ORD00416,Laptop,Electronics,East,3,222.41,667.23,20.0,Cash,Cancelled,,2023-04-14,4.4
ORD00417,Keyboard,Accessories,Central,1,850.42,850.42,5.0,PayPal,Delivered,42.0,2023-04-15,5.0
ORD00418,Tablet,Electronics,East,4,1426.25,5705.0,15.0,,Pending,45.0,2023-04-15,1.7
ORD00419,Webcam,Accessories,West,11,1206.26,13268.86,5.0,PayPal,Pending,28.0,2023-04-15,1.4
ORD00420,Tablet,Electronics,South,3,587.16,1761.48,10.0,Bank Transfer,Delivered,39.0,2023-04-15,3.8
ORD00421,Keyboard,Accessories,North,6,711.29,4267.74,20.0,Credit Card,Pending,57.0,2023-04-16,3.6
ORD00422,Webcam,Accessories,Central,12,1111.62,13339.44,15.0,Bank Transfer,Pending,62.0,2023-04-16,1.1
ORD00423,Keyboard,Accessories,East,10,568.3,5683.0,15.0,Credit Card,Delivered,45.0,2023-04-16,
ORD00424,Charger,Accessories,North,10,165.46,1654.6,5.0,PayPal,Delivered,44.0,2023-04-16,1.4
ORD00425,Phone,Electronics,Central,7,1307.43,9152.01,15.0,PayPal,Delivered,41.0,2023-04-17,5.0
ORD00426,Mouse,Accessories,East,6,867.14,5202.84,15.0,,Delivered,32.0,2023-04-17,4.5
ORD00427,Headphones,Audio,West,10,1233.08,12330.8,5.0,Bank Transfer,Pending,43.0,2023-04-17,2.0
ORD00428,Monitor,Accessories,North,19,374.14,7108.66,20.0,Credit Card,Delivered,66.0,2023-04-17,3.4
ORD00429,Keyboard,Accessories,East,3,1404.37,4213.11,20.0,,Delivered,24.0,2023-04-18,5.0
ORD00430,Speaker,Audio,North,1,1061.18,1061.18,20.0,PayPal,Pending,65.0,2023-04-18,2.7
ORD00431,Tablet,Electronics,West,18,112.15,2018.7,5.0,Bank Transfer,Delivered,52.0,2023-04-18,4.1
ORD00432,Mouse,Accessories,Central,10,284.76,2847.6,0.0,,Pending,,2023-04-18,3.9
ORD00433,Webcam,Accessories,Central,6,893.86,5363.16,15.0,Credit Card,Delivered,26.0,2023-04-19,2.0
ORD00434,Monitor,Accessories,North,2,1052.48,2104.96,0.0,Credit Card,Delivered,,2023-04-19,4.8
ORD00435,Mouse,Accessories,South,4,667.55,2670.2,5.0,PayPal,Cancelled,35.0,2023-04-19,3.8
ORD00436,Charger,Accessories,East,14,445.79,6241.06,20.0,Credit Card,Delivered,38.0,2023-04-19,3.1
ORD00437,Mouse,Accessories,East,14,430.03,6020.42,20.0,Credit Card,Cancelled,18.0,2023-04-20,1.2
ORD00438,Charger,Accessories,West,2,126.97,253.94,0.0,,Pending,52.0,2023-04-20,4.1
ORD00439,Mouse,Accessories,South,7,1161.16,8128.12,5.0,Credit Card,Delivered,47.0,2023-04-20,1.4
ORD00440,Speaker,Audio,East,12,1053.2,12638.4,0.0,PayPal,Cancelled,51.0,2023-04-20,3.5
ORD00441,Keyboard,Accessories,West,7,1425.98,9981.86,20.0,Credit Card,Delivered,68.0,2023-04-21,3.6
ORD00442,Speaker,Audio,Central,11,1013.31,11146.41,5.0,Cash,Delivered,25.0,2023-04-21,4.8
ORD00443,Laptop,Electronics,West,18,791.67,14250.06,10.0,Bank Transfer,Delivered,69.0,2023-04-21,4.2
ORD00444,Charger,Accessories,East,10,516.04,,20.0,,Pending,20.0,2023-04-21,3.2
ORD00445,Speaker,Audio,East,19,483.77,9191.63,5.0,,Delivered,52.0,2023-04-22,3.5
ORD00446,Mouse,Accessories,Central,17,880.42,14967.14,0.0,Bank Transfer,Delivered,47.0,2023-04-22,1.1
ORD00447,Charger,Accessories,South,10,364.08,3640.8,10.0,Bank Transfer,Delivered,34.0,2023-04-22,4.3
ORD00448,Charger,Accessories,Central,5,732.99,3664.95,0.0,PayPal,Delivered,52.0,2023-04-22,1.2
ORD00449,Laptop,Electronics,Central,9,988.3,8894.7,15.0,Credit Card,Delivered,25.0,2023-04-23,3.3
ORD00450,Monitor,Accessories,East,17,177.34,3014.78,10.0,PayPal,Cancelled,43.0,2023-04-23,3.3
ORD00451,Keyboard,Accessories,East,6,757.9,4547.4,20.0,Cash,Pending,62.0,2023-04-23,2.2
ORD00452,Tablet,Electronics,East,6,1046.16,6276.96,20.0,Credit Card,Delivered,57.0,2023-04-23,3.4
ORD00453,Speaker,Audio,North,5,1392.86,6964.3,10.0,Bank Transfer,Pending,21.0,2023-04-24,
ORD00454,Laptop,Electronics,North,14,320.76,4490.64,0.0,PayPal,Cancelled,42.0,2023-04-24,1.6
ORD00455,Tablet,Electronics,East,9,1412.85,12715.65,10.0,Bank Transfer,Delivered,43.0,2023-04-24,4.2
ORD00456,Keyboard,Accessories,Central,14,906.92,12696.88,0.0,Credit Card,Cancelled,30.0,2023-04-24,4.4
ORD00457,Phone,Electronics,Central,3,783.13,2349.39,10.0,Cash,Cancelled,50.0,2023-04-25,
ORD00458,Monitor,Accessories,West,10,1464.8,14648.0,15.0,Credit Card,Delivered,35.0,2023-04-25,2.3
ORD00459,Keyboard,Accessories,North,9,149.75,1347.75,20.0,Cash,Delivered,58.0,2023-04-25,1.4
ORD00460,Monitor,Accessories,East,16,937.18,14994.88,15.0,Cash,Delivered,64.0,2023-04-25,2.3
ORD00461,Charger,Accessories,South,12,399.01,4788.12,0.0,Cash,Delivered,41.0,2023-04-26,4.0
ORD00462,Charger,Accessories,North,3,346.69,1040.07,15.0,Cash,Delivered,46.0,2023-04-26,2.7
ORD00463,Phone,Electronics,West,11,954.26,10496.86,,Credit Card,Pending,63.0,2023-04-26,2.5
ORD00464,Speaker,Audio,West,13,312.9,4067.7,5.0,Credit Card,Delivered,56.0,2023-04-26,1.7
ORD00465,Phone,Electronics,East,3,1266.63,3799.89,20.0,Credit Card,Pending,56.0,2023-04-27,2.1
ORD00466,Keyboard,Accessories,South,13,261.99,3405.87,20.0,Cash,Delivered,51.0,2023-04-27,4.6
ORD00467,Speaker,Audio,East,1,160.13,160.13,5.0,PayPal,Cancelled,61.0,2023-04-27,3.5
ORD00468,Charger,Accessories,Central,15,1420.59,,5.0,Credit Card,Delivered,31.0,2023-04-27,2.5
ORD00469,Phone,Electronics,Central,12,438.26,5259.12,10.0,Bank Transfer,Delivered,38.0,2023-04-28,4.7
ORD00470,Webcam,Accessories,North,4,230.79,923.16,,Credit Card,Cancelled,27.0,2023-04-28,4.3
ORD00471,Mouse,Accessories,North,2,76.72,153.44,15.0,Credit Card,Delivered,63.0,2023-04-28,1.5
ORD00472,Speaker,Audio,West,7,433.2,3032.4,,Bank Transfer,Delivered,67.0,2023-04-28,1.0
ORD00473,Webcam,Accessories,Central,18,685.4,12337.2,5.0,PayPal,Pending,55.0,2023-04-29,4.2
ORD00474,Charger,Accessories,South,5,1249.42,6247.1,10.0,PayPal,Pending,55.0,2023-04-29,2.6
ORD00475,Webcam,Accessories,East,14,796.1,,0.0,Cash,Pending,29.0,2023-04-29,4.7
ORD00476,Headphones,Audio,Central,7,223.11,,20.0,Credit Card,Pending,18.0,2023-04-29,1.9
ORD00477,Mouse,Accessories,West,6,1471.33,,0.0,Cash,Delivered,41.0,2023-04-30,2.8
ORD00478,Keyboard,Accessories,South,19,803.8,15272.2,0.0,Cash,Delivered,42.0,2023-04-30,4.7
ORD00479,Webcam,Accessories,West,14,1382.47,19354.58,5.0,PayPal,Cancelled,66.0,2023-04-30,1.7
ORD00480,Webcam,Accessories,West,11,83.85,922.35,10.0,Bank Transfer,Cancelled,51.0,2023-04-30,4.7
